Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,ColorName1,ColorName2,BreedName,StateName
1,Lost Dog,3,307,0,2,2,5,7,2,2,3,3,3,1,1,0,41401,b609c40c6c840db208b149a19b856f86,0,"Lost Dog Found (Bandar Menjalara, Kepongï¼Taman Bukit Maluri or Desa Park City) è¿·é€”çŠ¬è¢«å°‹ç² (ç”²æ´žå­ŸåŠ æ‹‰æƒ¹ï¼æ­¦å‰é¦¬é­¯é‡Œï¼Desa Park City) Area lost puppy found å°ç‹—è¢«ç™¼ç¾åœ°é»žï¼šBandar Sri Menjalara, Kepong, KL, Malaysia å¤§é¦¬å‰éš†å¡ç”²æ´žå­ŸåŠ æ‹‰æƒ¹ How the lost dog found ç‹—å…’å¦‚ä½•è¢«ç™¼ç¾: The lost puppy entered my staying place itself. è¿·é€”å°ç‹—è‡ªè¡Œé€²æˆ‘å±…ä½åœ°ã€‚ Condition æƒ…æ³: é›–å¥½åƒå¹¾å¤©æ²’é€²é£Ÿã€‚çœ‹èµ·ä¾†å¥åº·ã€‚é ¸ä¸Šç³»æœ‰ç´…å¸¶ã€‚ç›®å‰ç”²æ´žå­ŸåŠ æ‹‰æƒ¹ä½å®…å€ä¿å®‰è™•çœ‹é¡§ã€‚Few days without food. Looks healthy. Neck tied with red belt. Currently taken care by security guard of housing area of Bandar Menjalara.",c02be41e6,2,2,Brown,Cream,Mixed Breed,Kuala Lumpur
1,Max,78,218,205,1,1,7,0,2,2,3,3,3,1,1,0,41326,39112c637c80a6055e8ec544416abffe,0,"We moved out of our apartment to a landed home and there were many friendly strays in the neighbourhood. My grandma's neighbour was moving homes and was looking for a home for their pet.I pleaded with my mom to let us adopt him and he's fun-loving, he plays football and is a great goalie yet a loyal guardog. Now we are moving abroad and Max has no home.",1fd342e17,2,4,Black,White,Terrier,Selangor
2,Brownie,6,266,0,2,2,0,0,1,1,1,1,1,1,1,0,41326,58e3aa0b4b78e8879f81774ede0646fe,0,to be spayed on /12 adorable & friendly,b38a74866,1,3,Brown,#N/A,Domestic Short Hair,Selangor
1,Blackie,8,307,307,2,2,0,0,2,1,2,1,1,1,1,10,41330,4e3dec1544d1407fce5d65fd0f037e26,0,shes active... she can obey wht command that u told her.. example shakeshand . sleep and eat .. command in english n tamil :).. she will bark if thr suspicius ppl... good for guard act like a male dog..she will sleept in mattres or cradle..whn she eat u can even touch her...we let her because no time to care she... so anyybody intrested to addopt plss call to.. im Mr.Tom..thx petfinder..,f9d07d5fa,2,4,Brown,#N/A,Mixed Breed,Perak
1,Beauty,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41401,9238e4f44c71a75282e62f7136c6b240,0,"This cutie dumped by it's owner at the market and almost kill by the car, after kicking by the guy, trying to hide herself for safe under the car while the driver is ready to run, ran to her hit on the car to notice the driver stop before i pulled her out and safe her. Luckily the kindness factory guy is allowed me to keep her there, cause my shop is full with 19 dogs and cats, situation not allow me to take in more, due to my work i could only feed her once a day and clean her cage. She's a black beauty, about 2months +, if anyone able to give her a forever home, please do directly contact with me or sms me,thanks! And PLEASE the more i can rehome, the more i can rescue!",1c92ce464,8,2,Black,#N/A,Mixed Breed,Kuala Lumpur
2,,1,266,0,3,1,2,7,1,1,2,2,2,1,5,0,41326,b752f78276215f44581eeb6eea1e63bc,0,"Birth Date: Oct 30th Kitty 1, Melly -Female Sangat comel and vokal. Kitty 2, Tootsie - Male Badan putih, tapi ekor hitam and telinga kekuning-kuningan, macam kucing 3 color. Kitty 3, Bo -Male Corak badan 3 tompok, he is one of the most quite and lightest kitty of the litter tapi jantan. Kitty 4, Michii - Female Macam abang kembar, she is very subtle and sweet, have 1 big spot behind her back and 1 super cute spot belakang telinga. Kitty 5, Missy - Female. She is very curious and adventurous. Very lovable, with sweet voice !",b10e7605a,1,4,Black,Brown,Domestic Short Hair,Selangor
1,Godiva,12,307,0,2,2,7,0,2,2,2,1,1,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,"Godiva was rescued in Serdang residential area. Her group of friends were caught by dog catcher team and she is the only one left. Being stray, she is not afraid of human touch, she is believed to be fed by some household throughout the period. Godiva looks gorgeous and her unigue colour coats is the eye - catcher. Medium length hair, she is absolutely beautiful and would be a good loving companion. Please do give her a good home.",6436c1a59,7,2,Brown,White,Mixed Breed,Selangor
1,Tigers,3,307,0,2,6,0,0,2,1,2,1,2,1,3,0,41326,fa7cd6caa034d4332fc75d70807e83a3,0,"Three puppies abandoned on the street, picked up and fed properly.Now active,healthy and cute.",234a5a54c,5,4,Gray,#N/A,Mixed Breed,Selangor
2,"Kenit, Kenot, Techit, Keyad, Owen",0,114,0,3,3,6,7,2,2,2,2,3,1,10,0,41401,97be67995b53f86f64be212c867009fa,0,"My cats name is Kenit, Kenot,Owen, Keyad, Manja, Techit and 4 Kittens, Baby and family. All my cats are pamper.",1bc0f89d8,0,4,Golden,Gray,Greyhound,Kuala Lumpur
1,Donut,10,307,117,2,1,2,7,2,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Donut is a friendly doggie and very domesticated. She will bark at strangers and will not run out of the house. Needs a cage as her sleeping bed, she likes to lie in there. Her former owner abandoned her after she had demodex. She is cured now. Vaccination and neutering fees to be borne by adopter. Please call if you can give her a home.",1bf24d8be,0,4,Black,Brown,Mixed Breed,Selangor
2,Cikenet,3,266,0,1,2,7,0,1,1,2,1,2,1,1,0,41401,b8853c71b981104f1ef126e51387b616,0,"hello cikenets fans, i just wanna inform that cikenet is not lost, i just found out that he is adopted by one of this apartment resident, he become an indoor cat now, he is in good hands and im happy for him..",988988d5b,19,1,Brown,White,Domestic Short Hair,Kuala Lumpur
2,Garfield,36,285,251,1,3,0,0,3,2,1,1,1,1,1,0,41326,001e42763024f9d4abe31e79472b1827,0,"Garfield is a very large cat. Needs daily grooming. He has been groomed short and deflea. Very good wt other cats. Calm cat. He is neutered, vaccinated and dewormed. Must be kept indoors. Needs grooming and brushing as his fur is very soft and thick. If you are interested to adopt Garfield, please give me a call or sent me an email. thank you.",cf7d3eec0,3,2,Golden,#N/A,Persian,Selangor
2,No Name,2,285,265,1,3,0,0,2,2,2,2,2,1,1,0,41401,1b9bb5275677d26b00604f24439c81fc,0,healthy toilet trained cute easy to look after playful,85fc3c314,11,1,Golden,#N/A,Persian,Kuala Lumpur
2,No Name,1,266,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,2f846fb8f87a25678374e193559d83c9,0,"Just saved this kitten from the street, but i have too many dogs at home, could not adopt her.",efbf1703a,2,2,Black,#N/A,Domestic Short Hair,Selangor
1,Hunter,14,189,0,1,1,2,0,3,1,1,1,2,1,1,1,41326,cbc97ee98ae458e5deecedbc648e90d2,0,"healthy and active , skinny and tall, as the mother (doberman) fully vaccinated , dewormed. Authorities not allowed have more than 1 dog at home, they dont issue license .",7843a9dca,0,3,Black,Brown,Rottweiler,Selangor
2,Pepper,1,266,0,2,2,7,0,1,1,2,1,2,1,1,0,41327,86552e2f34c929a01f7841cbd8865b20,0,"This kitten found at the roadside. Stay there and keep meowing. Kitty like to follow human feet. When we stand still, kitty just lean on our feed and sit quietly. Only for indoor adoption. And the adopter must take the kitten to vaccination (start from 2 months old) and neuter (at 6 months old).",d341fbfd6,1,2,Brown,White,Domestic Short Hair,Pulau Pinang
1,Benji & Kimi,4,205,218,3,2,7,0,1,2,1,1,1,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Benji and his sister Kimi are a handsome pair of shitzu cross. Both have cute shaggy face, with brown patches over their white body. Very manja and need lots of attention and love. Only as indoor pets and no caging.",1a76190c5,5,3,Brown,White,Shih Tzu,Selangor
2,Kekok,1,266,0,1,1,0,0,1,1,2,2,2,1,1,0,41361,3cbe8b84e5b4852b5923c348fefcdf31,0,tataO betine ke jantan...ank pd ibu gak,edb920079,1,1,Black,#N/A,Domestic Short Hair,Terengganu
1,BoiBoi,24,307,0,1,5,7,0,2,1,1,1,2,1,5,0,41326,2147467fcd35e7a3bc23b9edcffc5702,0,"Boiboi is rescued by my daughter 2 years ago from outside her tuition place. He was sick and abandoned alone without the mother. Now he is very healthy, playful and gentle. He is not only playful but also toilet trained and well behave. I hope he can have new family with full of love and caring.",543130f60,1,4,Cream,White,Mixed Breed,Selangor
2,,4,266,0,2,1,6,7,1,1,2,2,2,1,2,0,41326,7d58438884ab468dce87c7e252bbd6e4,0,"Two gorgeous kittens have just lost their mummy, and are looking for a loving home. Already on solid food. Potential adopters must be willing to spay, vaccinate, and love them as indoor cats. They've been together since birth, so preference will be given to those willing to welcome both. Existing experience with cats is also a big plus.",9415bc79e,7,3,Black,Gray,Domestic Short Hair,Selangor
2,Kitten Girl Girl,3,266,0,2,1,7,0,1,1,1,2,2,1,1,1,41327,6e4f4078c85aaa01b4059fbf679e6695,0,Open for adoption!!!,4c6fe4100,5,4,Black,White,Domestic Short Hair,Pulau Pinang
2,Tom,12,264,0,2,6,0,0,2,3,2,2,2,1,1,0,41326,76f0a2be251f10691a62e16409b95e47,0,email for more enquiry,0737e4f11,5,1,Gray,#N/A,Domestic Long Hair,Selangor
2,,24,265,292,2,1,4,0,2,2,1,1,3,1,3,0,41326,90b00f90ffdf9ec1cac529a2bbef3ecc,0,she fat n healthy. in door cat,61fa73996,2,4,Black,Yellow,Domestic Medium Hair,Selangor
2,Comel,2,265,0,2,2,0,0,1,2,2,2,2,1,1,0,41326,b020ad4c866a9f17be0ab3beaa38c78c,0,si comel ini memerlukan seseorang yang boleh menyayangi n menjaganya. she is a lovely cat :) love to be with people :D perlu di adopt dengan segera kerana keadaan sekarang bahaya baginya untuk tinggal di sini.,eabb13cea,3,1,Brown,#N/A,Domestic Medium Hair,Selangor
1,WHISKY,12,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41336,31de822d0adce3e2dad7dcedfbee2ba8,0,"This is Whisky, rescued from the streets. He is looking for a loving home. He is very friendly and doesn't bark unnecessarily. Gets along quite well with another dog. Please contact me if you wish to adopt him. No caging up or tying up.",deff069a2,4,1,Black,#N/A,Mixed Breed,Johor
1,Boy,12,307,0,1,5,0,0,2,2,1,1,2,1,1,0,41326,6757d0b9d5b72d8b78c20e355c7fe62c,0,#NAME?,4e3640544,1,3,Cream,#N/A,Mixed Breed,Selangor
2,Angel,2,265,266,2,7,0,0,2,2,2,1,2,1,1,0,41326,3608ac1e44811d7ccba91924b68c8cf5,0,"We temporarily fostered Angel's mother and her three kittens after birth. Angel is born on the 11 March . She is 9 weeks old now. We are looking for a home for Angel. We are looking for working Malaysians or Malaysian families to adopt her. Angel was rather timid and shy when she was a younger kitten but we've seen her blossom in the last few weeks. She is really loving towards her siblings. Note : We put her up for adoption earlier but when the potential adopter failed to turn up, we decided to wait until she is at least two months old and emotionally more ready before putting up for adoption. Please Whatsapp me if you are interested. It is easier for me to keep track of the potential adopter via Whatsapp. I apologise if some of you have contacted me before and I was unable to get back to you. Sometimes it takes more than a week before potential adopters failed to turn up and I would have lost the contacts by then.",ace21b6b1,13,3,White,#N/A,Domestic Medium Hair,Selangor
2,"Drax Aka Fatso, Quill & Rocket",1,266,0,3,1,2,7,1,1,2,2,2,1,3,0,41326,dc161f335e8afdc4b7db7a0d1006450a,0,"3 kittens for adoption, DOB 7 Jun , litter trained & defleas.. very playfull, funny & adorable",8ee223a17,1,2,Black,Brown,Domestic Short Hair,Selangor
2,Novy,24,292,285,2,7,0,0,2,3,3,3,3,2,6,0,41326,813db17af7694027ab11db3245900c99,0,she is tame siamese persian. she loves to be patted. blue eyed cat. she loves to sleep. she recently got her back leg scratched somewhere.,9a38d4275,1,1,White,#N/A,Siamese,Selangor
1,Jack,5,128,307,1,7,0,0,2,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"Jack is a Jack Russell crossed. He is very friendly, active, playful, and joyful. He has four short legs and a stubby tail.Still it will wags vigourously atwhat delights him.You should see how he & his age gang troop around our garden & terrace.",671ffc570,6,3,White,#N/A,Jack Russell Terrier,Kuala Lumpur
1,Xiao Gou,12,307,0,1,2,7,0,2,2,2,1,1,1,1,0,41336,61c1f7b917b7f6772c5e77849c2b4127,0,"xiao gou already rescue one year dy,but still not yet get adopter yet....he so sweet n also like to play ....he hv a gf also ,his gf also is rescue after.one.year.dy...they need a.home.....both spay dy...hope can get adopt.one.pair.of.them",aece6e7bf,2,4,Brown,White,Mixed Breed,Johor
1,Blackie & Spotty,4,307,0,1,1,7,0,2,1,2,2,2,1,2,0,41326,5788b8639ed178795510a8cbe72ccc28,0,"These 2 adorable male puppies were dumped outside of Mayo Veterinar Clinic, Taipan USJ. They are both active, healthy and up for adoption. Only for responsible adopters who are willing to spay the dogs at special rescue rate of RM only. For adoption, please contact Rani (who works at the vet) at. Address:Mayo Veterinar Clinic, UEP Subang Jaya, 11A, Jalan USJ 10/1g, Subang Jaya, Selangor, Malaysia Tel: +",c1e816568,11,4,Black,White,Mixed Breed,Selangor
2,Cimpuk,5,265,0,1,4,7,0,1,3,1,1,2,1,1,0,41326,ce824bb488ae6a8f115a923135d1a642,0,"He was very scared on our way back last night. Couldn't sit still and keep climbing car seat. After reached home, he walked around the house and smelt everything. Just let him familiarize himself with home first. After about 1 hour, I tried to tackle him by playing with him and petting him. He's very cute, active and a heavy sleeper. Love him. Thanks to Cik Amer for letting me adopt him. I'll upload his latest pics soon.",22f6c0ac6,13,3,Yellow,White,Domestic Medium Hair,Selangor
1,Lollipop,72,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,c9a898071102b4fc7d485be4ff0e35d9,0,"She is a calm, gentle, good-mannered, friendly,loyal and obedient dog. She was ill-treated by her previous owner. She was sent for a detailed medical examination and to treat some of her wounds, currently still under the vet care. She is eager to shower love to her future owners.",ea159d8da,3,4,Brown,White,Mixed Breed,Selangor
1,Cute Puppies,1,307,0,3,1,2,0,2,1,3,3,2,1,9,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,We are cute and good girls and boys. We need a home sweet home. If u are interested to provide us a home. Pls contact ,af1035c81,3,3,Black,Brown,Mixed Breed,Selangor
2,Alang,60,264,0,1,1,2,7,3,3,1,1,1,1,1,0,41326,d835d7d98b94ec261d6d889a39eaed73,0,"Hi... I have one long haired adult male cat for adoption. Please email me for details.. I will have a few questions to ask before I determine who will be a suitable new owner of my beloved baby.. Please, a serious adopter only, who's willing to put heart and soul in caring for him...it's not a simple job :-) If you're just looking for a beautiful long haired kitty, please do not waste ur time emailing me. Thank u very much for ur cooperation. Serious adopters pls email me ",0d25f084f,3,2,Black,Brown,Domestic Long Hair,Selangor
1,Blackie Duo,1,307,141,2,1,0,0,2,2,2,1,1,1,2,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,"2 adorable female black pups rescued from USJ 1 factory area in Subang Jaya. Judging from the colour and look, they could be black labrador mix pups. Both pups have been spayed. One of the pure black puppies had a hernia which was removed during her spaying. Please contact Mdm Jocelyn at for adoption.",6fecc5cf7,13,3,Black,#N/A,Mixed Breed,Selangor
2,Cedric Jones,6,266,0,1,1,2,7,2,1,1,1,1,1,1,100,41401,8ffce5c58bc69ccac0ceee68ddce6ffd,0,Personality:Shy at first but will sit next to you and sleep.A bit talkative but friendly.,7fe8ef73d,1,4,Black,Brown,Domestic Short Hair,Kuala Lumpur
1,BouncerBoy: Beagle Mix,2,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,Bouncer is a happy pup that needs a happy loving environment to grow up in and of course till its last day in this world. If you can do that for him please call or whatsapp Jocelyn at. Adoption requirement is commit to neutering. I collect back vaccination fee. Please Don't sms or email.,015c75c9e,3,3,Brown,White,Mixed Breed,Selangor
1,Mummies,12,307,307,2,2,0,0,2,2,1,1,1,1,2,0,41326,db37468644b7600f55f9c0bab40acf59,0,"Strays are always not given a choice in life where they will get pregnant easily and hence produce more stray puppies/kittens. The two strays here are looked alike but they are different by looking at their eyes (find the difference). When I first found them, they are residing near my office with fat bodies. (How come these two strays are fat like house dogs, I asked myself?) They were getting fatter and fatter. By then, I know that they are not 'fat' but pregnant. After two months if feeding them with food n vitamin, they have delivered 10 healthy n lovely puppies in total - Wanna Try Puppydum? Adopt 1! With help of others (hereby thank you for their help given), I managed to neuter and vaccinate Mummy 2. Next would be Mummy 1. As I believe miracle will always happen. Let you be the one who create the miracle by adopting one or both of them (both of them can stay well together) without counting gender, breed, colour and age. You will change their lives and yours with more companionship and love! Thank you.",9609a0b86,5,4,Brown,#N/A,Mixed Breed,Selangor
1,Dusty,3,307,0,2,2,7,0,1,1,3,3,3,2,1,0,41326,32dec3aacc31b4fb66ad0c807fd69696,0,"She is very active, obedient, cute! Found her in the drain, she need someone urgently for her new home. She does have skin rashes n taken medicine. Need time for her rashes to go but she is very lovable. I cant be taking of her as my bro in law is malay.",c740abfe1,0,3,Brown,White,Mixed Breed,Selangor
2,Kitties,3,265,0,3,4,6,7,1,2,1,1,2,1,2,0,41401,ccab255657ce17ccbde14b74e89353de,0,"Rescued these 2 brother & sister kitties below my office very human-friendly & exceptionally affectionate Toilet trained They have very good temperament & very interactive with people Both kitties have very nice long tails & fur coat, they may look big in pics but are actually small size for their age. Both kitties are very obedient, very gentle personality",f6551137d,15,2,Yellow,Gray,Domestic Medium Hair,Kuala Lumpur
2,Hitler (rename-able),5,266,0,1,1,7,0,2,1,2,1,2,1,1,30,41326,4d5f43732b32887e08b4e83eac8f62e0,0,"He was rescued as a little kitten about a month back, all its brothers and sisters have been adopted and he's left with his mother(a calico, whom he is very attached to; you can take them as a pair if you would like to, otherwise his mum is going back to the streets where she came from). He was a little weaker than the rest because he was the runt of the litter but he's been receiving treatment and is finally ready to embark on the journey of adoption! We would strongly encourage you to neuter him, he needs the extra health boost. He's a sweet little kitten, human friendly & quiet (except for meal times, he's a glutton)",8c131db77,4,4,Black,White,Domestic Short Hair,Selangor
1,Skippy,24,307,0,2,5,0,0,2,2,1,1,1,1,1,0,41326,a23a047157d709e38cf801a723a246ba,0,"Skippy is super friendly, great with kids, easy to handle, you can keep her in door due to her small size, and also she is toilet trained.",d765ae877,2,2,Cream,#N/A,Mixed Breed,Selangor
1,Ceasar,4,307,0,1,5,0,0,3,2,2,2,2,1,1,0,41326,2bae234d5ea501d9e1671b9154c6dc70,0,"Ceasar is a male puppy. He is a very lovely, active and intelligent puppy. He always wanted to play with others dog.",8ce183889,3,1,Cream,#N/A,Mixed Breed,Selangor
2,Chocolate And Kitten,2,243,0,3,1,6,7,1,1,3,3,3,1,6,0,41401,56e5bf402cb852ece2604f92e4c5c2a2,0,"The mother is about 2years and kittens are around 2month,the mother is vaccinated.",9c0ddccc8,1,4,Black,Gray,American Shorthair,Kuala Lumpur
2,Puss In Boots,1,266,0,2,4,0,0,2,1,2,2,2,1,1,0,41326,8e8304b632d3868293bd3fd89b105e90,0,"Currently I am taking care of 3 kittens 1 mother cat and 3 other teenager cats. too many for me. Anyone interested in adopting an orange 'puss without boots' baby cat, please sms me. I think it is a she, she is probably 3 weeks old. Need a milk bottle to feed her.",f9df8656a,5,1,Yellow,#N/A,Domestic Short Hair,Selangor
1,Lego,9,307,0,1,2,5,0,2,1,1,1,3,1,1,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,"Lego was in an accident and saved by one of our feeders. He is fully healed. One leg has a slight dent, as no surgery was needed. Lego loves humans and is sooo friendly. Poor boy is stuck in a cage all the time. He really needs a home. He does not care for other dogs though, Lego is a very handsome and loving boy.... please consider adopting him!!! Contact",f0ef9c777,2,4,Brown,Cream,Mixed Breed,Pulau Pinang
1,Milky,60,307,0,2,2,5,0,2,1,2,2,1,1,1,0,41326,167e96a28fab246120f636262f0308d4,0,Milky was dump ard our area for more than half a year now. She became homeless n her resting place is under the drain. She got pregnant n delivered to 2-3 puppies during Christmas Eve but all died bcos they were all under the drain n it was raining every night during that period. She is now neutered n the vet said she is now in the pink of health. She is about 5-6 years old & a mongrel mix. Anyone who is interested to adopt n give her a home pls contact me,3181e5424,2,4,Brown,Cream,Mixed Breed,Selangor
1,IO-Male-03,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41327,ba86004409dfbe41d6d72cc92a31439b,0,"Please help these puppies find good homes...A drain is definitely not a place we can call home! For adoption, kindly contact. Fosterer(s) are welcome, too.",9883a048e,5,2,Black,Brown,Mixed Breed,Pulau Pinang
1,Little Yelpers,2,213,307,3,1,3,7,2,3,1,1,2,1,7,0,41326,e62135526c27156b8479420aad166317,0,"~ PLEASE CLICK ON OUR PHOTOS FOR A CLEARER VIEW ~ ___________________________________________________ â™¦ Introducing the Little Yelpers! â™¦ Born on 24th September, : Now 8 weeks old, already fully on solid food (kibbles). Started potty training. They're free from fleas and other parasites (already given Frontline spray) and have received their first de-worming. Puppies' gender: MALES: Rusky, Rocky, Dasher, Whiskey, Barkly. FEMALES: Raven, Jasmine, Candy. ________________________________________________ >>> PLEASE READ >>> â€¢ Puppies, once adopted, must NOT be caged. Leashing should only be for temporary needs. â€¢ An adoption fee for their neutering (COMPULSORY) + vaccinations (first shots done) will apply, please inquire. Please feel free to call, or drop me an email, if you feel that you may be just the right person to take one of these darlings home! Thank you! :)",b0dec8779,21,3,Black,Golden,Spitz,Selangor
1,Ding Ding,48,205,0,2,2,5,0,2,2,1,1,2,1,1,0,41326,3b4973ac9e6a430314f5cfd356fdb3e4,0,Ding Ding is adopted. Thanks.,e8d0907ae,5,1,Brown,Cream,Shih Tzu,Selangor
2,,3,266,0,2,2,0,0,2,1,2,2,2,1,1,0,41324,e3bbcf8a10e96c7ec63e557a176c9aa0,0,She needs a loving and caring home...,e540c1ba5,1,4,Brown,#N/A,Domestic Short Hair,Melaka
